ลำดับ,ร้าน,วันที่,รหัสสินค้า,บาร์โค้ด,ชื่อสินค้า,รหัสหมวดหมู่,หมวดหมู่,ยอดยกมา,รับเข้า,ขายออก,รับแปร,เบิกแปร,ปรับเพิ่ม,ปรับลด,รับผลิต,เบิกผลิต,สินค้าคงเหลือ,หน่วย,@หน่วย,มูลค่าคงเหลือ,รหัสเหตุผล,เหตุผล
1972,CP Fresh Shop ດອນໜູນ,15/06/2025,800000101356,8850016635169,TVIຄອມໂບຊີສບັນລວມ 500g,007,ອາຫານແຊ່ແຂງ,15.0,0.0,1.0,0,0,0.0,0.0,0,0,14.0,"ຊນ,ອັນ",53000,742000.0,-,-
1973,CP Fresh Shop ດອນໜູນ,15/06/2025,800000143078,1234657468886,Mfoodແຈ່ວຊີຟູດ,801,ນໍ້າແຈ່ວ,18.0,0.0,4.0,0,0,0.0,0.0,0,0,14.0,"ຊນ,ອັນ",17000,238000.0,-,-
1974,CP Fresh Shop ດອນໜູນ,15/06/2025,23000889,8850653192001,CP ເນື້ອເອິກໄກ່ລ້ວນ ແພັກ 2 kg,011,ໄກ່ - ໄຂ່,17.0,0.0,3.0,0,0,0.0,0.0,0,0,14.0,"ຊນ,ອັນ",105800,1481200.0,-,-
1975,CP Fresh Shop ດອນໜູນ,15/06/2025,800000103440,123456781,ແຈ່ວສຸກີ້ແມ່ທອນ 750g,801,ນໍ້າແຈ່ວ,4.0,10.0,1.0,0,0,0.0,0.0,0,0,13.0,"ຊນ,ອັນ",38000,494000.0,-,-
1976,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121618,8562551216184,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,14.0,0.0,1.0,0,0,0.0,0.0,0,0,13.0,ແພັກ,48000,624000.0,-,-
1977,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084444,8887155055282,Orchid ນ້ຳ​ມັນ​ຫວຽດ 1 ml,010,ເຄື່ອງປຸງ,14.0,0.0,1.0,0,0,0.0,0.0,0,0,13.0,"ຊນ,ອັນ",32500,422500.0,-,-
1978,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120346,8858984833129,ຫມູທອດ 1000g,006,ຊີ້ນແພກແບຣນ,17.0,0.0,4.0,0,0,0.0,0.0,0,0,13.0,ແພັກ,63000,819000.0,-,-
1979,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084318,8859268100647,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g,007,ອາຫານແຊ່ແຂງ,21.0,0.0,8.0,0,0,0.0,0.0,0,0,13.0,"ຊນ,ອັນ",42200,548600.0,-,-
1980,CP Fresh Shop ດອນໜູນ,15/06/2025,800000103617,9985612345,ຜັກກາດຂາວ,002,ຜັກປອດສານພິດ,6.9,13.0,7.592,0,0,0.0,0.0,0,0,12.303,ກິໂລກຣາມ,16924,208215.97,-,-
1981,CP Fresh Shop ດອນໜູນ,15/06/2025,800000161550,8859228203388,ປີກບົນຖົງໃສ2kg,007,ອາຫານແຊ່ແຂງ,13.0,0.0,1.0,0,0,0.0,0.0,0,0,12.0,"ຊນ,ອັນ",102000,1224000.0,-,-
1982,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121487,8562551214876,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,16.0,0.0,4.0,0,0,0.0,0.0,0,0,12.0,ແພັກ,35000,420000.0,-,-
1983,CP Fresh Shop ດອນໜູນ,15/06/2025,800000103188,8850511321154,ຊອດໂລ​ຊ້າ​ໝາກ​ເດັນ​ກາ​ໂລ600g,010,ເຄື່ອງປຸງ,13.0,0.0,1.0,0,0,0.0,0.0,0,0,12.0,"ຊນ,ອັນ",25850,310200.0,-,-
1984,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084337,8858828509593,ນົມສົ້ມ ໝາກໜອດ 60ml,012,ອາຫານສຳເລັດຮູບ,18.0,0.0,6.0,0,0,0.0,0.0,0,0,12.0,"ຊນ,ອັນ",3200,38400.0,-,-
1985,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120400,8858984833068,ໝູນຸ້ມໝັກນ້ຳມັນງາ 500g,006,ຊີ້ນແພກແບຣນ,12.0,0.0,1.0,0,0,0.0,0.0,0,0,11.0,ແພັກ,38000,418000.0,-,-
1986,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120404,8858984833082,ໝູສາມຊັ້ນໝັກນ້ຳມັນງາ 500g,006,ຊີ້ນແພກແບຣນ,11.0,0.0,1.0,0,0,0.0,0.0,0,0,10.0,ແພັກ,35000,350000.0,-,-
1987,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084219,20210008,NVນົມສະໄລ້A300ກຼາມ,007,ອາຫານແຊ່ແຂງ,12.0,0.0,2.0,0,0,0.0,0.0,0,0,10.0,"ຊນ,ອັນ",31500,315000.0,-,-
1988,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084304,8851004401254,ເທດໂຕ້ລົດບາບີຄີວຖົງ42g,013,ເຂົ້າໜົມ,11.0,0.0,1.0,0,0,0.0,0.0,0,0,10.0,"ຊນ,ອັນ",8959,89590.0,-,-
1989,CP Fresh Shop ດອນໜູນ,15/06/2025,800000212436,8850250010937,ລົດດີຜົງລົດໝູ70g,010,ເຄື່ອງປຸງ,13.0,0.0,3.0,0,0,0.0,0.0,0,0,10.0,"ຊນ,ອັນ",6938,69380.0,-,-
1990,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120338,8858984832849,ຫມູຍໍ່ຫນັງ A 500 g,012,ອາຫານສຳເລັດຮູບ,11.0,0.0,1.0,0,0,0.0,0.0,0,0,10.0,ແພັກ,31999,319990.0,-,-
1991,CP Fresh Shop ດອນໜູນ,15/06/2025,800000107690,8851727002059,ປາປີກ້າຖົງ48g,013,ເຂົ້າໜົມ,11.0,0.0,2.0,0,0,0.0,0.0,0,0,9.0,"ຊນ,ອັນ",12542,112878.0,-,-
1992,CP Fresh Shop ດອນໜູນ,15/06/2025,800000130237,8850016634889,ປູອັດເບັນໂຕະ 500g,007,ອາຫານແຊ່ແຂງ,10.0,0.0,1.0,0,0,0.0,0.0,0,0,9.0,"ຊນ,ອັນ",46200,415800.0,-,-
1993,CP Fresh Shop ດອນໜູນ,15/06/2025,800000137007,10122024,ປາຍປີກ1kg,007,ອາຫານແຊ່ແຂງ,10.0,0.0,1.0,0,0,0.0,0.0,0,0,9.0,"ຊນ,ອັນ",24000,216000.0,-,-
1994,CP Fresh Shop ດອນໜູນ,15/06/2025,800000101377,20210007,NV ຂາລາຍສະໄລ 300g,007,ອາຫານແຊ່ແຂງ,10.0,0.0,1.0,0,0,0.0,0.0,0,0,9.0,"ຊນ,ອັນ",40500,364500.0,-,-
1995,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120354,8858984832931,ຫມູຝອຍ   100 g,012,ອາຫານສຳເລັດຮູບ,11.0,0.0,2.0,0,0,0.0,0.0,0,0,9.0,ແພັກ,22730,204570.0,-,-
1996,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121274,8562551215095,ຊີ້ນສາມຊັ້ນສະໄລ້ອານາໄມ 1000 ກຣາມ,006,ຊີ້ນແພກແບຣນ,15.0,0.0,6.0,0,0,0.0,0.0,0,0,9.0,ແພັກ,93000,837000.0,-,-
1997,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084494,1234567,ແຈ່ວສຸກີ້ແມ່ທອນ 250g,010,ເຄື່ອງປຸງ,-1.0,10.0,0.0,0,0,0.0,0.0,0,0,9.0,"ຊນ,ອັນ",18000,162000.0,-,-
1998,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084283,8858828509500,ກະແລ້ມໝາກໜອດ,012,ອາຫານສຳເລັດຮູບ,9.0,0.0,1.0,0,0,0.0,0.0,0,0,8.0,"ຊນ,ອັນ",8000,64000.0,-,-
1999,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084206,8851959132678,ໝາກ​ນາວ​ໂຊ​ດາ,009,ເຄື່ອງດື່ມ,9.0,0.0,1.0,0,0,0.0,0.0,0,0,8.0,"ຊນ,ອັນ",8167,65336.0,-,-
2000,CP Fresh Shop ດອນໜູນ,15/06/2025,2210440045,8562104400459,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ,014,ໄກ່ແພັກແບັນ,8.35,0.0,1.0,0,0,0.0,0.0,0,0,7.348,ແພັກ,47000,345356.0,-,-
2001,CP Fresh Shop ດອນໜູນ,15/06/2025,2220354302,8850653282238,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 2,011,ໄກ່ - ໄຂ່,10.0,0.0,3.0,0,0,0.0,0.0,0,0,7.0,ແຕະ,75000,525000.0,-,-
2002,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120427,8562551204273,ຂາຫມູຕຸ້ນ 1000g,012,ອາຫານສຳເລັດຮູບ,9.0,0.0,2.0,0,0,0.0,0.0,0,0,7.0,ແພັກ,54000,378000.0,-,-
2003,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084188,42423371248,ແຈ່ວດາດຫອມແຊບໃຫຍ່ນຸ້ມນວນ500g,803,ແຈ່ວຊີ້ນດາດ - ຊີ້ນຈຸ່ມ,8.0,0.0,1.0,0,0,0.0,0.0,0,0,7.0,"ຊນ,ອັນ",26000,182000.0,-,-
2004,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120443,8858984833372,ລູກຊີ້ນເອັນ 500g,012,ອາຫານສຳເລັດຮູບ,9.0,0.0,3.0,0,0,0.0,0.0,0,0,6.0,ແພັກ,22730,136380.0,-,-
2005,CP Fresh Shop ດອນໜູນ,15/06/2025,800000123565,8850653230017,ເອັນເຕ້ CP 1 kg,007,ອາຫານແຊ່ແຂງ,7.0,0.0,1.0,0,0,0.0,0.0,0,0,6.0,"ຊນ,ອັນ",48334,290004.0,-,-
2006,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084384,8858657103573,AFMໄສ້ກອກຊີດຂຽວ 500ກຼາມ,007,ອາຫານແຊ່ແຂງ,8.0,0.0,2.0,0,0,0.0,0.0,0,0,6.0,"ຊນ,ອັນ",38600,231600.0,-,-
2007,CP Fresh Shop ດອນໜູນ,15/06/2025,800000247455,8850718821778,ເລ່ໂມລິສະລາຍກ່ອງ100g,013,ເຂົ້າໜົມ,6.0,0.0,1.0,0,0,0.0,0.0,0,0,5.0,"ຊນ,ອັນ",28875,144375.0,-,-
2008,CP Fresh Shop ດອນໜູນ,15/06/2025,800000123568,8859228201100,ນ່ອງໄກ່ SunValley 1kg,007,ອາຫານແຊ່ແຂງ,6.0,0.0,1.0,0,0,0.0,0.0,0,0,5.0,"ຊນ,ອັນ",45167,225835.0,-,-
2009,CP Fresh Shop ດອນໜູນ,15/06/2025,800000130176,8851295854685,ຈໍປູ 500g,007,ອາຫານແຊ່ແຂງ,5.0,0.0,1.0,0,0,0.0,0.0,0,0,4.0,"ຊນ,ອັນ",19500,78000.0,-,-
2010,CP Fresh Shop ດອນໜູນ,15/06/2025,800000101376,12032022,NV ຂາລາຍAUD 500g,007,ອາຫານແຊ່ແຂງ,6.0,0.0,2.0,0,0,0.0,0.0,0,0,4.0,"ຊນ,ອັນ",67500,270000.0,-,-
2011,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121620,8562551216207,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,6.0,0.0,2.0,0,0,0.0,0.0,0,0,4.0,ແພັກ,60000,240000.0,-,-
2012,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121281,9921281,ກະດູກຂໍ້,003,ຊີ້ນສົດ,17.77,0.0,13.891,0,0,0.0,0.0,0,0,3.879,ກິໂລກຣາມ,35000,135765.0,-,-
2013,CP Fresh Shop ດອນໜູນ,15/06/2025,800000190867,8850016635091,ຊາລາເປົາ ຄຣີມຊີດtvi500,007,ອາຫານແຊ່ແຂງ,4.0,0.0,1.0,0,0,0.0,0.0,0,0,3.0,"ຊນ,ອັນ",48100,144300.0,-,-
2014,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084277,5101820,CP ຊຸດຈຸ່ມພີມ້ຽນ,002,ຜັກປອດສານພິດ,4.0,0.0,1.0,0,0,0.0,0.0,0,0,3.0,"ຊນ,ອັນ",27000,81000.0,-,-
2015,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121204,9921204,ສັນຄໍໝູ,003,ຊີ້ນສົດ,18.5,0.0,15.844,0,0,0.0,0.0,0,0,2.655,ກິໂລກຣາມ,95000,252225.0,-,-
2016,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121211,9921211,ກະດູກແກງໝູ,003,ຊີ້ນສົດ,10.97,0.0,8.392,0,0,0.0,0.0,0,0,2.577,ກິໂລກຣາມ,36000,92772.0,-,-
2017,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084257,68074943,ຜັກຫົມ 300ກຼາມ,002,ຜັກປອດສານພິດ,8.0,0.0,6.0,0,0,0.0,0.0,0,0,2.0,"ຊນ,ອັນ",5500,11000.0,-,-
2018,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121621,8562551216214,ກະດູກອ່ອນໝູຕັດຕ່ອນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,9.0,0.0,7.0,0,0,0.0,0.0,0,0,2.0,ແພັກ,61000,122000.0,-,-
2019,CP Fresh Shop ດອນໜູນ,15/06/2025,800000106731,8858657101449,AFMໄສ້ກອກໄກ່500g,007,ອາຫານແຊ່ແຂງ,5.0,0.0,3.0,0,0,0.0,0.0,0,0,2.0,"ຊນ,ອັນ",46700,93400.0,-,-
2020,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084310,-,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່),801,ນໍ້າແຈ່ວ,24.0,0.0,22.0,0,0,0.0,0.0,0,0,2.0,"ຊນ,ອັນ",27000,54000.0,-,-
2021,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084280,8858828509999,ກະແລ້ມຖົ່ວລຽນ,012,ອາຫານສຳເລັດຮູບ,3.0,0.0,2.0,0,0,0.0,0.0,0,0,1.0,"ຊນ,ອັນ",9600,9600.0,-,-
2022,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120314,8858984832832,ໝູຍໍ່ A 1000 g,012,ອາຫານສຳເລັດຮູບ,2.0,0.0,1.0,0,0,0.0,0.0,0,0,1.0,ແພັກ,63000,63000.0,-,-
2023,CP Fresh Shop ດອນໜູນ,15/06/2025,800000199232,8850157400107,ປາມຶກກອບຊົງເຄື່ອງ18g,013,ເຂົ້າໜົມ,3.0,0.0,2.0,0,0,0.0,0.0,0,0,1.0,"ຊນ,ອັນ",10213,10213.0,-,-
2024,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121232,9921232,ກະດູກຂ້າງໝູ,003,ຊີ້ນສົດ,-0.81,0.0,0.0,0,0,0.814,0.0,0,0,0.0,ກິໂລກຣາມ,97000,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2025,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121207,9921207,ຊິ້ນໝູສາມຊັ້ນ,003,ຊີ້ນສົດ,-2.84,0.0,19.678,0,0,22.513,0.0,0,0,0.0,ກິໂລກຣາມ,91000,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2026,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121206,9921206,ສັນໃນໝູ ,003,ຊີ້ນສົດ,0.76,0.0,1.598,0,0,0.839,0.0,0,0,0.0,ກິໂລກຣາມ,92000,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2027,CP Fresh Shop ດອນໜູນ,15/06/2025,800000199404,8850424001730,ຂະໜົມຊີລ້ຽວຊອກໂກແລດສອດໄສ້ຄີມ,013,ເຂົ້າໜົມ,1.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",11019,0.0,-,-
2028,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121282,9921282,ກະດູກໃບພາຍ,003,ຊີ້ນສົດ,-1.45,0.0,0.799,0,0,2.245,0.0,0,0,0.0,ກິໂລກຣາມ,33000,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2029,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121295,9921295,ຂາຕັ້ງ (ຂາຫລັງໝູ),003,ຊີ້ນສົດ,-0.17,0.0,0.0,0,0,0.173,0.0,0,0,0.0,ກິໂລກຣາມ,61000,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2030,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121283,9921283,ກະດູກສັນຫລັງ,003,ຊີ້ນສົດ,2.4,0.0,3.895,0,0,1.499,0.0,0,0,0.0,ກິໂລກຣາມ,39000,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2031,CP Fresh Shop ດອນໜູນ,15/06/2025,2255120339,8858984832856,ຫມູຍໍ່ຫນັງ A 1000 g,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,2.0,0,0,0.0,0.0,0,0,-2.0,ແພັກ,0,-124000.0,-,-
2032,CP Fresh Shop ດອນໜູນ,15/06/2025,2255121521,9921521,ຕີນໝູຕັດ,003,ຊີ້ນສົດ,12.76,0.0,15.585,0,0,0.0,0.0,0,0,-2.821,ກິໂລກຣາມ,42000,-118482.0,-,-
2033,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084289,8850250000730,ຍຳຍຳຈຳໂບ້ ໝູສັບ,012,ອາຫານສຳເລັດຮູບ,-12.0,0.0,2.0,0,0,0.0,0.0,0,0,-14.0,"ຊນ,ອັນ",4000,-56000.0,-,-
2034,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084196,8851959143711,ນໍ້າທິບໃຫຍ່ 1.5ລິດ,009,ເຄື່ອງດື່ມ,-24.0,0.0,1.0,0,0,0.0,0.0,0,0,-25.0,"ຊນ,ອັນ",4750,-118750.0,-,-
2035,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084273,22668899,ຫົວຫອມບົ່ວແດງ500g,002,ຜັກປອດສານພິດ,-23.0,0.0,3.0,0,0,0.0,0.0,0,0,-26.0,"ຊນ,ອັນ",6316,-164216.0,-,-
2036,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084374,8851004417200,ເທດໂຕ້ລົດສະລາຍຖົງ42g,013,ເຂົ້າໜົມ,-22.0,0.0,4.0,0,0,0.0,0.0,0,0,-26.0,"ຊນ,ອັນ",8959,-232934.0,-,-
2037,CP Fresh Shop ດອນໜູນ,15/06/2025,11008934,8562203570251,ເຕົາຫູ້ໄຂ່ ເກດ A,012,ອາຫານສຳເລັດຮູບ,-27.0,0.0,10.0,0,0,0.0,0.0,0,0,-37.0,"ທ່ອ,ຫຼອດ",4000,-148000.0,-,-
2038,CP Fresh Shop ດອນໜູນ,15/06/2025,800000103650,8857124022089,ເຈ້ຍສິດຊູວິລາເປັນອັນ,909,ຢາສາມັນປະຈໍາບ້ານ,-40.0,0.0,1.0,0,0,0.0,0.0,0,0,-41.0,"ຊນ,ອັນ",8335,-341735.0,-,-
2039,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084523,8850403200802,ລ້ອນສາຍຝົນ 70ກຼາມ,008,ເຄື່ອງແຫ້ງ,-58.0,0.0,4.0,0,0,0.0,0.0,0,0,-62.0,"ຊນ,ອັນ",6800,-421600.0,-,-
2040,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084194,8851959139714,ນໍ້າທິບກາງ 550ມລ,009,ເຄື່ອງດື່ມ,-62.0,0.0,2.0,0,0,0.0,0.0,0,0,-64.0,"ຊນ,ອັນ",2500,-160000.0,-,-
2041,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084527,8850100004994,ໝີ່ໄວໄວຊ່ອງ ລົດດັ້ງເດີມ,008,ເຄື່ອງແຫ້ງ,-71.0,0.0,5.0,0,0,0.0,0.0,0,0,-76.0,"ຊນ,ອັນ",3539,-268964.0,-,-
2042,CP Fresh Shop ດອນໜູນ,15/06/2025,800000084522,8850403200406,ລ້ອນສາຍຝົນ 35ກຼາມ,008,ເຄື່ອງແຫ້ງ,-116.0,0.0,6.0,0,0,0.0,0.0,0,0,-122.0,"ຊນ,ອັນ",3042,-371124.0,-,-
2043,CP Fresh Shop ດອນໜູນ,16/06/2025,800000084409,8850144206392,ຄະນໍກ້ອນລົດໝູ,010,ເຄື່ອງປຸງ,174.0,0.0,5.0,0,0,0.0,0.0,0,0,169.0,"ຊນ,ອັນ",2223,375687.0,-,-
2044,CP Fresh Shop ດອນໜູນ,16/06/2025,800000084310,-,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່),801,ນໍ້າແຈ່ວ,2.0,150.0,11.0,0,0,0.0,0.0,0,0,141.0,"ຊນ,ອັນ",27000,3807000.0,-,-
2045,CP Fresh Shop ດອນໜູນ,16/06/2025,800000086217,8859730600040,ແຈ່ວເສສວນຍົກໂປ້150g,010,ເຄື່ອງປຸງ,115.0,0.0,4.0,0,0,0.0,0.0,0,0,111.0,"ຊນ,ອັນ",10600,1176600.0,-,-
2046,CP Fresh Shop ດອນໜູນ,16/06/2025,800000084454,8858981500031,ປາແດກແມ່ບຸນລໍ້າ 400ກຼາມ,010,ເຄື່ອງປຸງ,108.0,0.0,1.0,0,0,0.0,0.0,0,0,107.0,"ຊນ,ອັນ",8959,958613.0,-,-
2047,CP Fresh Shop ດອນໜູນ,16/06/2025,800000103165,6975964250027,ແຈ່ວເສສວນຈຸ່ມປາ185g,010,ເຄື່ອງປຸງ,108.0,0.0,2.0,0,0,0.0,0.0,0,0,106.0,"ຊນ,ອັນ",12500,1325000.0,-,-
2048,CP Fresh Shop ດອນໜູນ,16/06/2025,800000102119,8858836201205,ເຫັດເຂັມຖົງຂຽວ,804,ເຫັດ-ສາຫຼ່າຍ,123.0,0.0,19.0,0,0,0.0,0.0,0,0,104.0,"ຊນ,ອັນ",6400,665600.0,-,-
2049,CP Fresh Shop ດອນໜູນ,16/06/2025,800000103166,6975749658666,ເສັ້ນມັນດ້າງແດງ240g,008,ເຄື່ອງແຫ້ງ,98.0,0.0,1.0,0,0,0.0,0.0,0,0,97.0,"ຊນ,ອັນ",10000,970000.0,-,-
2050,CP Fresh Shop ດອນໜູນ,16/06/2025,800000122702,-,ເຕົາຮູ້ແຜ່ນ,008,ເຄື່ອງແຫ້ງ,94.0,0.0,2.0,0,0,0.0,0.0,0,0,92.0,"ຊນ,ອັນ",6475,595700.0,-,-
2051,CP Fresh Shop ດອນໜູນ,16/06/2025,800000084456,8857110760155,ພິກໄທປົ່ນ ຈັນທະບູລີ30ກຼາມ,010,ເຄື່ອງປຸງ,90.0,0.0,1.0,0,0,0.0,0.0,0,0,89.0,"ຊນ,ອັນ",2688,239232.0,-,-
2052,CP Fresh Shop ດອນໜູນ,16/06/2025,800000103674,8850144229223,ຄະນໍລົດໝູຖົງ17g,010,ເຄື່ອງປຸງ,81.0,0.0,2.0,0,0,0.0,0.0,0,0,79.0,"ຊນ,ອັນ",2149,169771.0,-,-
2053,CP Fresh Shop ດອນໜູນ,16/06/2025,800000084526,6923647220911,ສາຫຼ່າຍດຳ FUTAL,008,ເຄື່ອງແຫ້ງ,78.0,0.0,1.0,0,0,0.0,0.0,0,0,77.0,"ຊນ,ອັນ",7500,577500.0,-,-
2054,CP Fresh Shop ດອນໜູນ,16/06/2025,2255121614,8562551216146,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,64.0,20.0,15.0,0,0,0.0,0.0,0,0,69.0,ແພັກ,52000,3588000.0,-,-
2055,CP Fresh Shop ດອນໜູນ,16/06/2025,800000084343,8857107981402,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ,012,ອາຫານສຳເລັດຮູບ,78.0,0.0,10.0,0,0,0.0,0.0,0,0,68.0,"ຊນ,ອັນ",8500,578000.0,-,-
2056,CP Fresh Shop ດອນໜູນ,16/06/2025,800000107248,8850026209244,ປາກະປ໋ອງແປ 125ກ,008,ເຄື່ອງແຫ້ງ,68.0,0.0,1.0,0,0,0.0,0.0,0,0,67.0,"ຊນ,ອັນ",12480,836160.0,-,-
2057,CP Fresh Shop ດອນໜູນ,16/06/2025,2255121615,8562551216153,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,79.0,0.0,13.0,0,0,0.0,0.0,0,0,66.0,ແພັກ,54500,3597000.0,-,-
2058,CP Fresh Shop ດອນໜູນ,16/06/2025,800000155539,10012025,ກ້ຽວ500g,007,ອາຫານແຊ່ແຂງ,65.0,0.0,1.0,0,0,0.0,0.0,0,0,64.0,"ຊນ,ອັນ",18000,1152000.0,-,-
2059,CP Fresh Shop ດອນໜູນ,16/06/2025,800000122563,6975636680039,ຟອງເຕົາຫູ້ຖົງຂຽວ,008,ເຄື່ອງແຫ້ງ,63.0,0.0,2.0,0,0,0.0,0.0,0,0,61.0,"ຊນ,ອັນ",21875,1334375.0,-,-
2060,CP Fresh Shop ດອນໜູນ,16/06/2025,800000123315,8859313502983,ແປບຊີຕຸກ1225ml,009,ເຄື່ອງດື່ມ,59.0,0.0,1.0,0,0,0.0,0.0,0,0,58.0,"ຊນ,ອັນ",17000,986000.0,-,-
2061,CP Fresh Shop ດອນໜູນ,16/06/2025,800000107246,8854698005289,ໂອອີຊິລົດເຂົ້າ,009,ເຄື່ອງດື່ມ,49.0,0.0,1.0,0,0,0.0,0.0,0,0,48.0,"ຊນ,ອັນ",9844,472512.0,-,-
2062,CP Fresh Shop ດອນໜູນ,16/06/2025,800000084438,8850180010045,ນໍ້າມັນພືດກຸກ 1000ກຼາມ,010,ເຄື່ອງປຸງ,49.0,0.0,2.0,0,0,0.0,0.0,0,0,47.0,"ຊນ,ອັນ",39938,1877086.0,-,-
2063,CP Fresh Shop ດອນໜູນ,16/06/2025,2255120382,8858984833051,ຫມູປີ້ງ 10ໄມ້  550g,012,ອາຫານສຳເລັດຮູບ,49.0,0.0,2.0,0,0,0.0,0.0,0,0,47.0,ແພັກ,41820,1965540.0,-,-
2064,CP Fresh Shop ດອນໜູນ,16/06/2025,800000147702,8852199153164,ປາເສັ້ນຈັບໂບ້ລົດຊຸບເປີແຊບ,013,ເຂົ້າໜົມ,47.0,0.0,1.0,0,0,0.0,0.0,0,0,46.0,"ຊນ,ອັນ",13500,621000.0,-,-
2065,CP Fresh Shop ດອນໜູນ,16/06/2025,800000101892,774754335558288,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ),801,ນໍ້າແຈ່ວ,0.0,50.0,4.0,0,0,0.0,0.0,0,0,46.0,"ຊນ,ອັນ",15000,690000.0,-,-
2066,CP Fresh Shop ດອນໜູນ,16/06/2025,800000151045,03012025,ເຫັດຫອມ100g,804,ເຫັດ-ສາຫຼ່າຍ,42.0,0.0,2.0,0,0,0.0,0.0,0,0,40.0,"ຊນ,ອັນ",19400,776000.0,-,-
2067,CP Fresh Shop ດອນໜູນ,16/06/2025,800000147722,8850250007357,ແປ້ງນົວກາຖ້ວຍ 500g,010,ເຄື່ອງປຸງ,41.0,0.0,1.0,0,0,0.0,0.0,0,0,40.0,"ຊນ,ອັນ",28380,1135200.0,-,-
2068,CP Fresh Shop ດອນໜູນ,16/06/2025,800000179654,8857123882349,ກໍ້ແພັກອາຫານ30cm*30cm,015,ເຄື່ອງໃຊ້ທົ່ວໄປ,37.0,0.0,1.0,0,0,0.0,0.0,0,0,36.0,"ຊນ,ອັນ",9500,342000.0,-,-
